bookid;name;author;genre;lang;rating1;rating2;rating3;rating4;rating5
340258;Ulysses;James Joyce;Classics;English;7451;8634;18458;23727;33977
341532;Riders (Rutshire Chronicles #1);Jilly Cooper;Womens Fiction;English;284;358;1222;2044;2636
341726;A Woman of Independent Means;Elizabeth Forsythe Hailey;Fiction;English;38;141;606;1064;876
341879;Hiring Smart!: How to Predict Winners and Losers in the Incredibly Expensive People-Reading Game;Pierre Mornell;Business;English;37;94;321;401;554
344476;Democracy: An American Novel;Henry Adams;Fiction;English;6;65;160;149;60
344952;Just Kids;Patti Smith;Nonfiction;English;4173;6328;19377;41326;61816
345912;Marrying Mozart;Stephanie Cowell;Historical;English;38;182;626;611;287
347610;The House in Good Taste;Elsie De Wolfe;Unknown;English;1;4;26;29;19
347698;The White Nile;Alan Moorehead;History;English;15;28;185;390;389
349419;King Leopold's Ghost;Adam Hochschild;History;English;562;1023;4299;11089;12396
350250;The Secret River (Thornhill Family #1);Kate Grenville;Historical;English;366;955;3529;5990;3532
352156;Agile Software Development with Scrum;Ken Schwaber;Nonfiction;English;13;49;229;300;212
353479;In Search of Peace;Yousef Khanfar;Unknown;English;0;0;0;0;0
354050;Cube Chic;Kelley Moore;Unknown;English;1;8;14;13;7
354625;Tales from the Mos Eisley Cantina (Star Wars Legends);Kevin J. Anderson;Media Tie In;English;111;599;2011;1844;1225
355697;Goldwyn;A. Scott Berg;Biography;English;1;14;56;150;70
355789;I Am Jesse James;Jesse James;Unknown;English;1;2;6;2;7
356321;All Quiet on the Western Front (All Quiet on the Western Front/The Road Back #1);Erich Maria Remarque;Classics;English;8389;18918;59822;98756;104456
361459;The Garden of the Finzi-Continis (Il romanzo di Ferrara #3);Giorgio Bassani;Fiction;English;140;362;1181;1801;1310
365311;The Story of Babar (Babar #1);Jean de Brunhoff;Childrens;English;974;2564;11122;14902;23268
368593;An Unquiet Mind: A Memoir of Moods and Madness;Kay Redfield Jamison;Psychology;English;787;2126;9280;17569;17673
369780;La bicyclette bleue, 1939-1942 (La Bicyclette Bleue #1);RÃ©gine Deforges;Historical;French;47;121;338;489;489
370493;The 4-Hour Workweek;Timothy Ferriss;Business;English;3263;7321;20820;30021;31091
371456;Le Divorce;Diane Johnson;Fiction;English;420;1030;1546;821;260
373028;The Giving Tree;Shel Silverstein;Childrens;English;17097;22420;81287;178023;462904
373036;Nana (Les Rougon-Macquart #9);Ã‰mile Zola;Classics;German;400;1145;4130;6209;4945
373755;Art in Renaissance Italy;John T. Paoletti;Art;English;3;9;51;113;149
375711;The Visual Arts: A History;John Fleming;Art;English;2;10;20;22;26
376465;Absalom, Absalom!;William Faulkner;Classics;English;1279;2222;6421;10505;13441
379079;The Tale of Mr. Jeremy Fisher (The World of Beatrix Potter: Peter Rabbit);Beatrix Potter;Childrens;English;88;369;2098;2945;4727
381362;The Horse's Mouth (The First Trilogy #3);Joyce Cary;Fiction;English;31;63;184;388;428
383206;North of Ithaka: A Granddaughter Returns to Greece and Discovers Her Roots;Eleni N. Gage;Nonfiction;English;9;26;66;103;58
383350;The Rise of Silas Lapham;William Dean Howells;Classics;English;124;407;1145;996;454
383396;Wives and Daughters;Elizabeth Gaskell;Classics;English;575;1350;6708;13917;14036
384663;Vertical Run;Joseph R. Garber;Fiction;English;37;122;436;767;679
387749;I am Not Sick, I Don't Need Help!: How to Help Someone With Mental Illness Accept Treatment;Xavier Francisco Amador;Psychology;English;6;10;53;170;311
388787;Death by Leisure: A Cautionary Tale;Chris Ayres;Nonfiction;English;3;18;46;30;20
391721;Ben-Hur: A Tale of the Christ;Lew Wallace;Classics;English;522;1516;6112;9610;11390
393199;Jesse James: The Man and his Machines;Mike Seate;Unknown;English;0;0;0;3;2
395182;Sixth-Grade Sleepover;Eve Bunting;Fiction;English;0;11;37;32;18
396805;Down and Out in Paris and London;George Orwell;Nonfiction;English;218;1303;7939;19389;15650
398323;Lucky Jim;Kingsley Amis;Fiction;English;566;1612;5471;7822;5847
400019;Speaking of Faith;Krista Tippett;Religion;English;18;56;193;317;241
401889;Out Stealing Horses;Per Petterson;Fiction;English;488;1805;6013;9626;6127
404408;Girls Will Be Girls: Raising Confident and Courageous Daughters;JoAnn Deak;Parenting;English;4;14;103;119;73
407770;We Danced in Bloomsbury Square;Jean Estoril;Childrens;English;0;3;9;21;25
408147;Arias for Soprano: G. Schirmer Opera Anthology;Robert L. Larsen;Unknown;English;0;0;1;6;22
411053;Burning Book: A Visual History of Burning Man;Jessica Bruder;Art;English;2;0;12;30;30
411476;Skeletons on the Zahara: A True Story of Survival;Dean King;History;English;130;335;1474;3020;2830
411703;Better Homes and Gardens New Cook Book;Better Homes and Gardens;Food and Drink;English;2587;4403;18208;30974;49509
414001;Edward Trencom's Nose: A Novel of History, Dark Intrigue, and Cheese;Giles Milton;Fiction;English;33;88;202;138;47
415836;Conartist;Paul Conrad;Politics;English;0;0;1;0;4
417549;Competing on Analytics: The New Science of Winning;Thomas H. Davenport;Business;English;28;79;307;330;195
419398;The Expedition of Humphry Clinker;Tobias Smollett;Classics;English;172;351;800;760;546
420297;"Pamela; or, Virtue Rewarded";Samuel Richardson;Classics;English;1457;2156;2622;1459;844
423177;The City of Light;Jacob D'Ancona;History;English;3;0;11;9;13
423305;Curious George (Curious George Original Adventures);H.A. Rey;Childrens;English;2149;5311;22252;30161;54581
424587;The Pink Fairy Book (Coloured Fairy Books #5);Andrew Lang;Fantasy;English;24;51;287;477;594
424865;Topper Takes a Trip (Topper #2);Thorne Smith;Humor;English;3;20;69;68;71
426682;Showdown at Centerpoint (Star Wars: The Corellian Trilogy #3);Roger MacBride Allen;Media Tie In;English;238;652;2406;2004;1475
427475;The Hot and Cold Summer;Johanna Hurwitz;Unknown;English;8;18;74;88;72
428080;Becoming the Parent You Want To Be;Laura   Davis;Parenting;English;12;19;86;174;221
428263;How Starbucks Saved My Life: A Son of Privilege Learns to Live Like Everyone Else;Michael Gates Gill;Nonfiction;English;387;1155;3018;2753;1406
431668;Pajama Time!;Sandra Boynton;Unknown;English;175;420;1683;2717;4800
433567;Eclipse (Twilight  #3);Stephenie Meyer;Young Adult;English;85873;129132;270951;319778;413105
437792;Tulipomania: The Story of the World's Most Coveted Flower & the Extraordinary Passions It Aroused;Mike Dash;Nonfiction;English;22;142;620;685;359
444347;Flatland: A Romance of Many Dimensions;Edwin A. Abbott;Science Fiction;English;1019;3064;10788;15664;12008
446542;The Matter of Time;Richard Serra;Unknown;English;0;0;0;6;4
449589;Chasing Vermeer (Chasing Vermeer #1);Blue Balliett;Mystery;English;821;2249;6704;8373;6558
451720;Molloy (The Trilogy #1);Samuel Beckett;Fiction;English;126;242;773;1617;2046
452196;Arthurian Romances;ChrÃ©tien de Troyes;Classics;English;66;275;1627;2577;2199
455373;Mind Gym: An Athlete's Guide to Inner Excellence;Gary Mack;Nonfiction;English;23;85;356;589;829
458538;Jurassic Park (Jurassic Park #1);Michael Crichton;Science Fiction;Spanish;15978;34765;142069;242242;246468
460548;Sphere;Michael Crichton;Science Fiction;English;1907;10009;41796;52308;36132
462660;The Tourists;Jeff Hobbs;Fiction;English;20;60;77;45;26
466184;Go, Dog. Go!;P.D. Eastman;Childrens;English;1424;4137;14429;16911;32832
466878;The Swan;GuÃ°bergur Bergsson;Fiction;English;14;31;56;54;21
469571;Trading Up;Candace Bushnell;Unknown;English;1549;3120;6014;4337;2908
472331;Doing What Matters: The Revolutionary Old-School Approach to Business Success and Why It Works;James M. Kilts;Business;English;4;20;45;44;16
474621;All the Pretty Horses (The Border Trilogy #1);Cormac McCarthy;Fiction;English;1547;4094;15257;31388;26072
475339;Watchmen (Watchmen #1-12);Alan Moore;Sequential Art;English;6862;12378;46962;122533;243781
485894;The Sleepeasy Solution: The Exhausted Parent's Guide to Getting Your Child to Sleep from Birth to Age 5;Jennifer Waldburger;Nonfiction;English;22;47;175;353;398
486167;Madeline (Madeline);Ludwig Bemelmans;Childrens;English;2706;6208;28568;46694;86561
486625;The Metamorphosis;Franz Kafka;Classics;English;16981;36435;108644;162270;136569
488318;Dream Worlds: Architecture and Entertainment;Oliver Herwig;Unknown;English;0;0;3;1;2
488884;Close to the Machine: Technophilia and Its Discontents;Ellen Ullman;Nonfiction;English;12;35;146;219;148
488908;How to Grill: The Complete Illustrated Book of Barbecue Techniques, A Barbecue Bible! Cookbook;Steven Raichlen;Food and Drink;English;14;50;226;466;541
493354;Opuestos (Opposites);Sandra Boynton;Unknown;Spanish;24;141;757;863;890
497499;Doggies: A Counting and Barking Book;Sandra Boynton;Unknown;English;71;289;1091;1394;1905
498835;How To Master The Sport of Darts;George Silberzahn;Unknown;English;2;0;1;0;2
501175;The Door;Magda SzabÃ³;Historical;English;157;495;1908;3956;4012
502362;Sepulchre (Languedoc #2);Kate Mosse;Historical;English;359;1316;4620;6049;4043
507834;Hollywood Car Wash;Lori Culwell;Womens Fiction;English;10;25;88;97;65
507836;Babar and Zephir (Babar #5);Jean de Brunhoff;Childrens;English;3;19;60;75;109
507837;A Dream of Sadler's Wells (Sadler's Wells #1);Lorna Hill;Childrens;English;10;26;137;234;344
507884;Swan Feather (Sadler's Wells #10);Lorna Hill;Fiction;English;1;12;25;35;23
507894;Masquerade at the Wells (Sadler's Wells #4);Lorna Hill;Childrens;English;1;9;57;80;69
507898;Between Dances: Maggie Adams' Eighteenth Summer (Maggie Adams #2);Karen Strickler Dean;Unknown;English;0;5;16;15;13
510247;Maggie Adams, Dancer (Maggie Adams #1);Karen Strickler Dean;Young Adult;English;0;2;30;40;34
512704;Stay on Your Toes, Maggie Adams! (Maggie Adams #3);Karen Strickler Dean;Young Adult;English;2;6;11;10;10
512859;April Fool's Day;Bryce Courtenay;Unknown;English;95;238;1056;2293;2854
513158;Gentlemen Prefer Blondes (Lorelei Lee #1);Anita Loos;Fiction;English;55;178;632;743;422
513173;The Berenstain Bears and the Trouble with Grownups (The Berenstain Bears);Stan Berenstain;Childrens;English;21;67;479;421;585
513207;Assault at Selonia (Star Wars: The Corellian Trilogy #2);Roger MacBride Allen;Media Tie In;English;239;674;2506;1902;1378
514210;Ambush at Corellia (Star Wars: The Corellian Trilogy #1);Roger MacBride Allen;Media Tie In;English;267;761;2727;2219;1595
514313;Champions of the Force (Star Wars: The Jedi Academy Trilogy #3);Kevin J. Anderson;Media Tie In;English;245;959;3708;3764;2605
514346;The Way of Zen;Alan W. Watts;Philosophy;English;92;347;2147;4598;5347
515608;Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions;Ben Mezrich;Nonfiction;English;163;903;5312;9069;5044
517188;The Berenstain Bears Get in a Fight (The Berenstain Bears);Stan Berenstain;Childrens;English;60;173;904;937;1612
517266;The Bourne Identity (Jason Bourne #1);Robert Ludlum;Fiction;English;10453;18118;67022;123285;131556
525561;The Prime of Miss Jean Brodie;Muriel Spark;Fiction;English;694;2644;9460;12612;8523
526927;The Art and Science of C: A Library Based Introduction to Computer Science;Eric S. Roberts;Computer Science;English;0;2;4;9;6
527334;The American Way of Death;Jessica Mitford;Nonfiction;English;1;15;101;181;113
527523;Burger's Daughter;Nadine Gordimer;Fiction;English;68;185;442;504;324
527756;Case Histories (Jackson Brodie #1);Kate Atkinson;Mystery;English;1186;3892;15949;26576;15864
528680;Citizens: A Chronicle of the French Revolution;Simon Schama;History;English;92;229;803;1530;1476
529243;The Man Without Qualities;Robert Musil;Fiction;English;94;201;631;1209;2435
531445;Toxic Bachelors;Danielle Steel;Romance;English;173;442;1324;1191;1207
534963;Clarissa, or, the History of a Young Lady;Samuel Richardson;Classics;English;581;1050;2227;1718;1488
537661;Happy Days With The Naked Chef;Jamie Oliver;Food and Drink;English;76;221;1302;2115;2339
540020;The Cybil War;Betsy Byars;Childrens;English;4;26;120;100;57
541132;The Blessing of a Skinned Knee: Using Jewish Teachings to Raise Self-Reliant Children;Wendy Mogel;Nonfiction;English;21;88;503;1249;1307
543086;The Day of the Jackal;Frederick Forsyth;Fiction;English;543;1816;13376;36145;42523
543163;Punished by Rewards: The Trouble with Gold Stars, Incentive Plans, A's, Praise and Other Bribes;Alfie Kohn;Education;English;42;98;369;880;1001
543164;Tom's Midnight Garden;Philippa Pearce;Fantasy;English;309;807;3957;6659;7550
543167;The Orange Fairy Book (Coloured Fairy Books #10);Andrew Lang;Fantasy;English;11;29;237;358;557
543173;The Blue Fairy Book (Coloured Fairy Books #1);Andrew Lang;Fantasy;English;148;310;1627;2720;3264
544508;The Violet Fairy Book (Coloured Fairy Books #7);Andrew Lang;Fantasy;English;14;39;249;390;550
546479;Andrew Lang;Eleanor De Selms Langstaff;Unknown;English;0;0;0;0;0
548729;Notorious Victoria: The Life of Victoria Woodhull, Uncensored;Mary Gabriel;Biography;English;7;25;94;120;48
553783;The Girl with The Golden Shoes;Colin Channer;Unknown;English;8;24;53;27;24
555313;Persuasion;Jane Austen;Classics;English;7523;16856;75647;142583;189644
557889;Marco Polo: From Venice to Xanadu;Laurence Bergreen;History;English;19;124;522;609;395
560535;Children of the Jedi (Star Wars: The Callista Trilogy #1);Barbara Hambly;Media Tie In;English;646;1286;2727;1858;1419
563474;Off Balance: The Real World of Ballet;Suzanne Gordon;Unknown;English;0;0;14;15;8
563782;Shadow of the Moon;M.M. Kaye;Historical;English;24;89;598;1131;1502
564037;Adventures of an Italian Food Lover: With Recipes from 254 of My Very Best Friends;Faith Heller Willinger;Food and Drink;English;1;2;3;0;5
564830;Collected Poems, 1947-1980;Allen Ginsberg;Poetry;English;97;216;1151;2197;3089
569079;My Life;Isadora  Duncan;Biography;English;10;41;152;205;279
569564;MacDonald Hall Goes Hollywood (Macdonald Hall #6);Gordon Korman;Fiction;English;4;40;200;288;268
572893;Better Homes & Gardens New Cook Book;Better Homes and Gardens;Food and Drink;English;2587;4403;18208;30974;49512
573876;The Complete Works;William Shakespeare;Classics;English;468;706;4380;11182;30389
577537;Uppity Women of Medieval Times (Uppity Women);Vicki LeÃ³n;History;English;16;62;258;321;238
588138;London Street Art;Alex Macnaughton;Art;English;0;4;11;14;9
588146;Romeo and Juliet;William Shakespeare;Classics;English;61517;160882;475623;548292;519654
594139;The Hero With a Thousand Faces;Joseph Campbell;Fantasy;English;287;839;3320;7509;11272
595069;The Secret Agent: A Simple Tale;Joseph Conrad;Fiction;English;487;1484;4862;5554;3004
596355;Rebecca;Daphne du Maurier;Classics;English;4837;11484;51914;120048;163466
598506;Into Africa: The Epic Adventures of Stanley & Livingstone;Martin Dugard;History;English;40;142;885;1937;1574
599412;They Loved to Laugh;Kathryn Worth;Historical;English;24;34;122;267;411
608216;How to Think Like Leonardo da Vinci: Seven Steps to Genius Every Day;Michael J. Gelb;Nonfiction;English;87;300;919;1327;1162
612532;Borzoi;Igor Schwezoff;Unknown;English;0;0;0;0;0
613283;The Summer Garden (The Bronze Horseman #3);Paullina Simons;Historical;English;573;1109;3404;5818;9801
613547;Peak: How Great Companies Get Their Mojo from Maslow;Chip Conley;Business;English;34;65;251;428;470
614249;Princess: A True Story of Life Behind the Veil in Saudi Arabia (The Princess Trilogy #1);Jean Sasson;Nonfiction;English;377;1142;5285;9870;8858
615570;Design, Form, and Chaos;Paul Rand;Design;English;0;5;29;62;67
618520;Vision of a Champion;Anson Dorrance;Unknown;English;1;2;11;51;50
621963;The Artist's Way;Julia Cameron;Nonfiction;English;5304;5400;13751;21888;32520
621966;Score! (Rutshire Chronicles #6);Jilly Cooper;Fiction;English;39;137;503;625;617
629566;Barbapapa (Barbapapa #1);Annette Tison;Childrens;French;6;20;59;84;147
629604;La maison de Barbapapa (Ð‘Ð°Ñ€Ð±Ð°Ñ€Ð¾Ð½Ð¸Ñ‚Ðµ #3);Annette Tison;Childrens;French;0;6;14;32;93
635102;Red Hat Linux 8 Bible [With 3 CDROMs];Christopher Negus;Unknown;English;0;2;7;2;0
636629;Concurrent Programming In Java: Design Principles And Patterns (The Java Series);Doug Lea;Computer Science;English;2;4;14;53;48
638520;The Private Diaries of Catherine Deneuve: Close Up and Personal;Catherine Deneuve;Unknown;English;0;15;43;27;18
639424;Living Monet: The Artist's Gardens;Doris Kutschbach;Unknown;English;0;0;0;4;2
639787;The Birth of Grafitti;Jon Naar;Art;English;0;2;8;10;19
641601;Seychelles: Garden of Eden in the Indian Ocean;Sarah Carpin;Unknown;English;0;0;0;5;3
644037;The Murder on the Links (Hercule Poirot #2);Agatha Christie;Mystery;English;157;1229;8731;11198;6335
644478;Ogilvy on Advertising;David Ogilvy;Business;English;68;217;1041;2385;2791
644740;Body and Soul: Profits with Principles--The Amazing Success Story of Anita Roddick & The Body S hop;Anita Roddick;Biography;English;0;3;18;46;27
649383;Letters from a Father to his Daughter;Jawaharlal Nehru;Nonfiction;English;37;75;352;541;487
654425;The Valley of Horses (Earth's Children #2);Jean M. Auel;Historical;English;752;3303;14218;23239;22140
658035;Classification and Categorization: A Difference that makes a Difference;Elin K. Jacob;Unknown;English;0;0;0;0;0
659394;The Describer's Dictionary: A Treasury of Terms & Literary Quotations;David Grambs;Language;English;1;11;66;110;132
665281;The Story of Miss Moppet (The World of Beatrix Potter: Peter Rabbit);Beatrix Potter;Childrens;English;23;94;413;477;576
668811;The Continuity Girl;Leah McLaren;Fiction;English;39;115;166;54;16
673207;The Little Gymnast (The Little Gymnast #1);Sheila Haigh;Unknown;English;4;12;71;96;124
673365;The Entrepreneurial Venture;William A. Sahlman;Business;English;0;2;8;12;4
674181;Further Confessions of Zeno;Italo Svevo;Literature;English;0;4;6;15;16
674749;An Italian Affair;Laura Fraser;Travel;English;57;183;626;671;455
682768;Madam Secretary: A Memoir;Madeleine K. Albright;Biography;English;109;234;1178;2441;2310
684240;The Ordinary Princess;M.M. Kaye;Fantasy;English;139;417;1943;3584;5181
685401;Idoru (Bridge #2);William Gibson;Science Fiction;English;146;1028;5584;7681;4123
685418;Surviving Manic Depression: A Manual on Bipolar Disorder for Patients, Families, and Providers;E. Fuller Torrey;Unknown;English;2;5;13;21;16
685447;Permission Marketing: Turning Strangers Into Friends And Friends Into Customers;Seth Godin;Business;English;258;635;2576;3935;3971
685448;Maverick: The Success Story Behind the World's Most Unusual Workplace;Ricardo Semler;Business;English;52;114;434;982;1284
685456;From the Mixed-Up Files of Mrs. Basil E. Frankweiler;E.L. Konigsburg;Fiction;English;2086;5535;26381;52326;66562
685973;The Monk and the Riddle: The Education of a Silicon Valley Entrepreneur;Randy Komisar;Business;English;41;128;503;659;595
687278;Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia;Elizabeth Gilbert;Nonfiction;English;103694;155112;324476;350490;335962
689025;Who Was Amelia Earhart? (Who Was/Is...?);Kate Boehm Jerome;Biography;English;30;60;237;362;545
694578;When Things Fall Apart: Heart Advice for Difficult Times;Pema ChÃ¶drÃ¶n;Nonfiction;English;378;722;3141;7877;13194
702147;Z, a Love Story;VigdÃ­s GrÃ­msdÃ³ttir;Fiction;English;2;12;30;54;27
702559;The Berenstain Bears Go on Vacation (The Berenstain Bears);Stan Berenstain;Childrens;English;11;57;316;316;698
705170;You Go Girl!: Winning the Woman's Way;Kim Doren;Sports and Games;English;0;0;2;4;2
709202;The Berenstain Bears Trick or Treat (The Berenstain Bears);Stan Berenstain;Childrens;English;57;197;1300;1658;3553
711443;The King of California: J.G. Boswell and the Making of a Secret American Empire;Mark Arax;History;English;2;15;63;150;93
712963;Love Catcher: Inviting Love into Your Life;Kathy Eldon;Unknown;English;0;0;0;0;0
714033;Beginners (The Gymnasts #1);Elizabeth Levy;Childrens;English;1;11;64;71;70
720512;The Wedding Album;Alice Harris;Unknown;English;0;0;0;0;0
721007;The Random House Handbook;Frederick C. Crews;Reference;English;1;2;8;3;6
726176;The Snowflake;Kenneth Libbrecht;Nonfiction;English;1;3;26;80;134
726913;The Story of an African Farm;Olive Schreiner;Classics;English;63;188;523;570;353
728456;Mediterranean Grains and Greens: A Book of Savory, Sun-Drenched Recipes;Paula Wolfert;Food and Drink;English;2;2;6;18;23
728461;Influences: A Lexicon of Contemporary Graphic Design Practice;Anja Lutz;Unknown;English;0;2;1;5;3
728468;The Berenstain Bears and Too Much Birthday (The Berenstain Bears);Stan Berenstain;Childrens;English;42;123;665;603;885
728471;The Berenstain Bears and the In-Crowd (The Berenstain Bears);Stan Berenstain;Childrens;English;15;89;397;385;469
728477;The Berenstain Bears and the Sitter (The Berenstain Bears);Stan Berenstain;Unknown;English;48;171;1120;1259;2135
728482;The Berenstain Bears Go to the Doctor (The Berenstain Bears);Stan Berenstain;Unknown;English;151;432;2267;2444;4732
728484;The Berenstain Bears and the Bad Habit (The Berenstain Bears);Stan Berenstain;Childrens;English;54;204;1268;1359;2347
732230;The Berenstain Bears and the Prize Pumpkin (The Berenstain Bears);Stan Berenstain;Unknown;English;23;99;578;575;788
733175;The Berenstain Bears and the Double Dare (The Berenstain Bears);Stan Berenstain;Childrens;English;29;92;534;483;700
738234;Death in Zanzibar (Death in... #5);M.M. Kaye;Mystery;English;15;64;359;513;340
739202;Encyclopedia Brown Lends a Hand (Encyclopedia Brown #11);Donald J. Sobol;Mystery;English;3;46;276;341;310
739484;Batouala;RenÃ© Maran;Cultural;English;3;9;43;15;8
742718;Experience and Education;John Dewey;Education;English;46;134;577;853;764
751880;That's Not My Dinosaur (Usborne Touchy-Feely Books);Fiona Watt;Childrens;English;29;60;286;424;635
758011;The Power of Style;Annette Tapert;Unknown;English;3;9;37;44;63
759313;The Ottoman Empire, 1700-1922 (New Approaches to European History #34);Donald Quataert;Unknown;English;2;15;78;102;50
759945;Keith Haring Journals;Keith Haring;Art;English;4;18;82;169;204
760025;Seeking the Perfect Game: Baseball in American Literature (Contributions to the Study of Popular Culture);Cordelia Candelaria;Unknown;English;0;0;0;0;0
760110;The Magic of Thinking Big;David J. Schwartz;Business;English;697;1725;7622;14581;22983
760111;Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace;Al Ries;Business;English;268;549;2195;3952;4748
760119;Jedi Search (Star Wars: The Jedi Academy Trilogy #1);Kevin J. Anderson;Media Tie In;English;298;1143;4588;4560;2931
760129;Dark Apprentice (Star Wars: The Jedi Academy Trilogy #2);Kevin J. Anderson;Media Tie In;English;255;1036;4029;4096;2410
762806;The Mysterious Caravan (Hardy Boys #54);Franklin W. Dixon;Mystery;English;12;59;372;326;257
764436;The Clue of the Hissing Serpent (Hardy Boys #53);Franklin W. Dixon;Mystery;English;8;57;328;268;197
764832;Gorky Park (Arkady Renko #1);Martin Cruz Smith;Mystery;English;416;1718;10431;20861;17168
765567;The Berenstain Bears Learn About Strangers (The Berenstain Bears);Stan Berenstain;Childrens;English;361;731;2791;2821;3930
767171;Good Capitalism, Bad Capitalism, and the Economics of Growth and Prosperity;William J. Baumol;Economics;English;2;15;27;38;18
768354;Pro CSS and HTML Design Patterns;Michael  Bowers;Computer Science;English;1;8;22;20;12
773038;The Rise and Fall of the Third Reich: A History of Nazi Germany;William L. Shirer;History;English;1431;2646;12582;25497;33726
773276;Angel Catcher: A Journal of Loss and Remembrance;Kathy Eldon;Unknown;English;3;0;12;11;56
773858;The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams;Deepak Chopra;Spirituality;English;994;2132;8444;14436;19402
774088;Good Night, Gorilla;Peggy Rathmann;Childrens;English;541;1615;7087;11077;20462
774321;Born Standing Up: A Comic's Life;Steve Martin;Biography;English;1883;3702;16737;27275;20151
774544;Difficult Conversations: How to Discuss What Matters Most;Douglas Stone;Business;English;125;335;1546;2966;3005
774557;Inside Facebook: Life, Work and Visions of Greatness;Karel Baloun;Unknown;English;1;0;5;3;1
774571;The Red Fairy Book (Coloured Fairy Books #2);Andrew Lang;Fantasy;English;30;85;521;930;1229
774576;The Yellow Fairy Book (Coloured Fairy Books #4);Andrew Lang;Fantasy;English;15;54;377;591;841
774587;The Green Fairy Book (Coloured Fairy Books #3);Andrew Lang;Fantasy;English;15;68;425;716;1027
774597;The Olive Fairy Book (Coloured Fairy Books #11);Andrew Lang;Fantasy;English;11;23;214;316;453
774600;The Lilac Fairy Book (Coloured Fairy Books #12);Andrew Lang;Fantasy;English;11;33;232;340;455
775366;The Brown Fairy Book (Coloured Fairy Books #9);Andrew Lang;Fantasy;English;17;41;218;344;486
775647;In the Year of the Boar and Jackie Robinson;Bette Bao Lord;Historical;English;106;265;1323;1753;1290
776407;The Ambassadors;Henry James;Classics;English;555;974;2708;3205;2756
776457;The Private Life of Chairman Mao;Li Zhisui;Nonfiction;English;25;62;299;678;688
776598;The House at Pooh Corner (Winnie-the-Pooh #2);A.A. Milne;Childrens;English;700;1466;9468;20810;40548
778310;The Elephanta Suite;Paul Theroux;Fiction;English;66;176;455;425;164
779230;White Mischief;James Fox;Cultural;English;20;79;279;318;167
781787;Tender Buttons;Gertrude Stein;Canon;English;598;989;1914;2052;2032
787458;The Vaccine Book: Making the Right Decision for Your Child;Robert W. Sears;Parenting;English;59;99;490;1265;1428
787540;Out of Africa;Isak Dinesen;Nonfiction;English;489;1478;5680;9909;9139
797268;The Crimson Fairy Book (Coloured Fairy Books #8);Andrew Lang;Unknown;English;8;36;197;320;447
798828;The Grey Fairy Book (Coloured Fairy Books #6);Andrew Lang;Fantasy;English;14;34;225;278;417
808853;Into the Wild;Jon Krakauer;Nonfiction;English;20610;37789;143814;266576;250240
809849;Kinship with All Life;J. Allen Boone;Animals;English;7;12;55;95;170
815985;The Complete Adventures of Curious George;Margret Rey;Unknown;English;623;1497;6886;10853;21164
816752;Dear Zoo: A Lift-the-Flap Book;Rod Campbell;Childrens;English;238;657;2926;5100;9835
817315;Hippos Go Berserk!;Sandra Boynton;Unknown;English;70;118;716;1263;2470
817565;The Castle in the Attic (The Castle In The Attic #1);Elizabeth Winthrop;Childrens;English;232;734;3929;5593;5502
817720;The Berenstain Bears Visit the Dentist (The Berenstain Bears);Stan Berenstain;Unknown;English;73;278;1524;1470;2771
818567;Jeremiah: A Romantic Vision;Jeremiah Goodman;Unknown;English;0;0;0;0;7
819044;Babar and His Children (Babar #6);Jean de Brunhoff;Childrens;English;23;85;400;416;522
819048;Golden Slippers;Lee  Wyndham;Unknown;English;0;2;6;8;6
822187;Curious George Visits the Zoo (Curious George New Adventures);Margret Rey;Childrens;English;118;309;1649;2251;5307
822338;Curious George and the Firefighters (Curious George New Adventures);Margret Rey;Unknown;English;16;62;339;448;829
824204;The Berenstain Bears' Trouble with Money (The Berenstain Bears);Stan Berenstain;Childrens;English;59;168;1045;1075;1735
825438;Huis clos, suivi de Les mouches;Jean-Paul Sartre;Cultural;French;109;345;1462;2844;2937
825776;The Little Engine That Could (The Little Engine That Could);Watty Piper;Childrens;English;1626;4233;15880;21880;41890
827340;Charlie Wilson's War: The Extraordinary Story of the Largest Covert Operation in History;George Crile;Nonfiction;English;69;294;1355;2912;2116
831382;Harry's Roadhouse Cookbook: Square Meals from Santa Fe's Favorite Kitchen;Harry Shapiro;Unknown;English;0;0;3;2;3
831635;Circus Shoes (Shoes #3);Noel Streatfeild;Childrens;English;11;52;238;296;207
831709;The Diary of Vaslav Nijinsky;Vaslav Nijinsky;Nonfiction;English;8;33;132;148;156
831845;Healthy Sleep Habits, Happy Child;Marc Weissbluth;Nonfiction;English;274;659;1966;3102;3198
836610;And to Think That I Saw It on Mulberry Street;Dr. Seuss;Childrens;English;257;1098;4900;5863;7723
837890;Newport Mansions: The Gilded Age;Richard Cheek;Nonfiction;English;1;1;10;24;16
838125;Fruits Basket, Vol. 10 (Fruits Basket #10);Natsuki Takaya;Sequential Art;English;94;235;1558;3454;8630
842206;The House in Paris;Elizabeth Bowen;Fiction;English;29;124;396;517;327
842453;Oxford Rhyming Dictionary;Clive Upton;Unknown;English;0;1;6;7;7
